02/01/2016	5.1
03/01/2016	5
04/01/2016	4.9
05/01/2016	4.9
06/01/2016	4.9
07/01/2016	5
08/01/2016	4.8
09/01/2016	4.8
10/01/2016	4.8
11/01/2016	4.8
12/01/2016	4.7
01/01/2017	4.7
02/01/2017	4.6
03/01/2017	4.6
04/01/2017	4.5
05/01/2017	4.4
06/01/2017	4.3
07/01/2017	4.3
08/01/2017	4.3
09/01/2017	4.3
10/01/2017	4.3
11/01/2017	4.4
12/01/2017	4.3
01/01/2018	4.2
